review_id,customer_id,attraction_id,rating,comment,review_date
1,1,1,3.1,Review text for attraction 1,2026-01-02
2,2,2,3.2,Review text for attraction 2,2026-01-03
3,3,3,3.3,Review text for attraction 3,2026-01-04
4,4,4,3.4,Review text for attraction 4,2026-01-05
5,5,5,3.5,Review text for attraction 5,2026-01-06
6,6,6,3.6,Review text for attraction 6,2026-01-07
7,7,7,3.7,Review text for attraction 7,2026-01-08
8,8,8,3.8,Review text for attraction 8,2026-01-09
9,9,9,3.9,Review text for attraction 9,2026-01-10
10,10,10,4.0,Review text for attraction 10,2026-01-11
11,11,11,4.1,Review text for attraction 11,2026-01-12
12,12,12,4.2,Review text for attraction 12,2026-01-13
13,13,13,4.3,Review text for attraction 13,2026-01-14
14,14,14,4.4,Review text for attraction 14,2026-01-15
15,15,15,4.5,Review text for attraction 15,2026-01-16
16,16,16,4.6,Review text for attraction 16,2026-01-17
17,17,17,4.7,Review text for attraction 17,2026-01-18
18,18,18,4.8,Review text for attraction 18,2026-01-19
19,19,19,4.9,Review text for attraction 19,2026-01-20
20,20,20,3.0,Review text for attraction 20,2026-01-21
21,21,21,3.1,Review text for attraction 21,2026-01-22
22,22,22,3.2,Review text for attraction 22,2026-01-23
23,23,23,3.3,Review text for attraction 23,2026-01-24
24,24,24,3.4,Review text for attraction 24,2026-01-25
25,25,25,3.5,Review text for attraction 25,2026-01-26
26,26,26,3.6,Review text for attraction 26,2026-01-27
27,27,27,3.7,Review text for attraction 27,2026-01-28
28,28,28,3.8,Review text for attraction 28,2026-01-29
29,29,29,3.9,Review text for attraction 29,2026-01-30
30,30,30,4.0,Review text for attraction 30,2026-01-31
31,31,31,4.1,Review text for attraction 31,2026-02-01
32,32,32,4.2,Review text for attraction 32,2026-02-02
33,33,33,4.3,Review text for attraction 33,2026-02-03
34,34,34,4.4,Review text for attraction 34,2026-02-04
35,35,35,4.5,Review text for attraction 35,2026-02-05
36,36,36,4.6,Review text for attraction 36,2026-02-06
37,37,37,4.7,Review text for attraction 37,2026-02-07
38,38,38,4.8,Review text for attraction 38,2026-02-08
39,39,39,4.9,Review text for attraction 39,2026-02-09
40,40,40,3.0,Review text for attraction 40,2026-02-10
41,41,41,3.1,Review text for attraction 41,2026-02-11
42,42,42,3.2,Review text for attraction 42,2026-02-12
43,43,43,3.3,Review text for attraction 43,2026-02-13
44,44,44,3.4,Review text for attraction 44,2026-02-14
45,45,45,3.5,Review text for attraction 45,2026-02-15
46,46,46,3.6,Review text for attraction 46,2026-02-16
47,47,47,3.7,Review text for attraction 47,2026-02-17
48,48,48,3.8,Review text for attraction 48,2026-02-18
49,49,49,3.9,Review text for attraction 49,2026-02-19
50,50,50,4.0,Review text for attraction 50,2026-02-20
51,51,51,4.1,Review text for attraction 51,2026-02-21
52,52,52,4.2,Review text for attraction 52,2026-02-22
53,53,53,4.3,Review text for attraction 53,2026-02-23
54,54,54,4.4,Review text for attraction 54,2026-02-24
55,55,55,4.5,Review text for attraction 55,2026-02-25
56,56,56,4.6,Review text for attraction 56,2026-02-26
57,57,57,4.7,Review text for attraction 57,2026-02-27
58,58,58,4.8,Review text for attraction 58,2026-02-28
59,59,59,4.9,Review text for attraction 59,2026-03-01
60,60,60,3.0,Review text for attraction 60,2026-03-02
61,61,61,3.1,Review text for attraction 61,2026-03-03
62,62,62,3.2,Review text for attraction 62,2026-03-04
63,63,63,3.3,Review text for attraction 63,2026-03-05
64,64,64,3.4,Review text for attraction 64,2026-03-06
65,65,65,3.5,Review text for attraction 65,2026-03-07
66,66,66,3.6,Review text for attraction 66,2026-03-08
67,67,67,3.7,Review text for attraction 67,2026-03-09
68,68,68,3.8,Review text for attraction 68,2026-03-10
69,69,69,3.9,Review text for attraction 69,2026-03-11
70,70,70,4.0,Review text for attraction 70,2026-03-12
71,71,71,4.1,Review text for attraction 71,2026-03-13
72,72,72,4.2,Review text for attraction 72,2026-03-14
73,73,73,4.3,Review text for attraction 73,2026-03-15
74,74,74,4.4,Review text for attraction 74,2026-03-16
75,75,75,4.5,Review text for attraction 75,2026-03-17
76,76,76,4.6,Review text for attraction 76,2026-03-18
77,77,77,4.7,Review text for attraction 77,2026-03-19
78,78,78,4.8,Review text for attraction 78,2026-03-20
79,79,79,4.9,Review text for attraction 79,2026-03-21
80,80,80,3.0,Review text for attraction 80,2026-03-22
81,81,81,3.1,Review text for attraction 81,2026-03-23
82,82,82,3.2,Review text for attraction 82,2026-03-24
83,83,83,3.3,Review text for attraction 83,2026-03-25
84,84,84,3.4,Review text for attraction 84,2026-03-26
85,85,85,3.5,Review text for attraction 85,2026-03-27
86,86,86,3.6,Review text for attraction 86,2026-03-28
87,87,87,3.7,Review text for attraction 87,2026-03-29
88,88,88,3.8,Review text for attraction 88,2026-03-30
89,89,89,3.9,Review text for attraction 89,2026-03-31
90,90,90,4.0,Review text for attraction 90,2026-01-01
91,91,91,4.1,Review text for attraction 91,2026-01-02
92,92,92,4.2,Review text for attraction 92,2026-01-03
93,93,93,4.3,Review text for attraction 93,2026-01-04
94,94,94,4.4,Review text for attraction 94,2026-01-05
95,95,95,4.5,Review text for attraction 95,2026-01-06
96,96,96,4.6,Review text for attraction 96,2026-01-07
97,97,97,4.7,Review text for attraction 97,2026-01-08
98,98,98,4.8,Review text for attraction 98,2026-01-09
99,99,99,4.9,Review text for attraction 99,2026-01-10
100,100,100,3.0,Review text for attraction 100,2026-01-11
101,101,101,3.1,Review text for attraction 101,2026-01-12
102,102,102,3.2,Review text for attraction 102,2026-01-13
103,103,103,3.3,Review text for attraction 103,2026-01-14
104,104,104,3.4,Review text for attraction 104,2026-01-15
105,105,105,3.5,Review text for attraction 105,2026-01-16
106,106,106,3.6,Review text for attraction 106,2026-01-17
107,107,107,3.7,Review text for attraction 107,2026-01-18
108,108,108,3.8,Review text for attraction 108,2026-01-19
109,109,109,3.9,Review text for attraction 109,2026-01-20
110,110,110,4.0,Review text for attraction 110,2026-01-21
111,111,111,4.1,Review text for attraction 111,2026-01-22
112,112,112,4.2,Review text for attraction 112,2026-01-23
113,113,113,4.3,Review text for attraction 113,2026-01-24
114,114,114,4.4,Review text for attraction 114,2026-01-25
115,115,115,4.5,Review text for attraction 115,2026-01-26
116,116,116,4.6,Review text for attraction 116,2026-01-27
117,117,117,4.7,Review text for attraction 117,2026-01-28
118,118,118,4.8,Review text for attraction 118,2026-01-29
119,119,119,4.9,Review text for attraction 119,2026-01-30
120,120,120,3.0,Review text for attraction 120,2026-01-31
121,121,121,3.1,Review text for attraction 121,2026-02-01
122,122,122,3.2,Review text for attraction 122,2026-02-02
123,123,123,3.3,Review text for attraction 123,2026-02-03
124,124,124,3.4,Review text for attraction 124,2026-02-04
125,125,125,3.5,Review text for attraction 125,2026-02-05
126,126,126,3.6,Review text for attraction 126,2026-02-06
127,127,127,3.7,Review text for attraction 127,2026-02-07
128,128,128,3.8,Review text for attraction 128,2026-02-08
129,129,129,3.9,Review text for attraction 129,2026-02-09
130,130,130,4.0,Review text for attraction 130,2026-02-10
131,131,131,4.1,Review text for attraction 131,2026-02-11
132,132,132,4.2,Review text for attraction 132,2026-02-12
133,133,133,4.3,Review text for attraction 133,2026-02-13
134,134,134,4.4,Review text for attraction 134,2026-02-14
135,135,135,4.5,Review text for attraction 135,2026-02-15
136,136,136,4.6,Review text for attraction 136,2026-02-16
137,137,137,4.7,Review text for attraction 137,2026-02-17
138,138,138,4.8,Review text for attraction 138,2026-02-18
139,139,139,4.9,Review text for attraction 139,2026-02-19
140,140,140,3.0,Review text for attraction 140,2026-02-20
141,141,141,3.1,Review text for attraction 141,2026-02-21
142,142,142,3.2,Review text for attraction 142,2026-02-22
143,143,143,3.3,Review text for attraction 143,2026-02-23
144,144,144,3.4,Review text for attraction 144,2026-02-24
145,145,145,3.5,Review text for attraction 145,2026-02-25
146,146,146,3.6,Review text for attraction 146,2026-02-26
147,147,147,3.7,Review text for attraction 147,2026-02-27
148,148,148,3.8,Review text for attraction 148,2026-02-28
149,149,149,3.9,Review text for attraction 149,2026-03-01
150,150,150,4.0,Review text for attraction 150,2026-03-02
151,151,151,4.1,Review text for attraction 151,2026-03-03
152,152,152,4.2,Review text for attraction 152,2026-03-04
153,153,153,4.3,Review text for attraction 153,2026-03-05
154,154,154,4.4,Review text for attraction 154,2026-03-06
155,155,155,4.5,Review text for attraction 155,2026-03-07
156,156,156,4.6,Review text for attraction 156,2026-03-08
157,157,157,4.7,Review text for attraction 157,2026-03-09
158,158,158,4.8,Review text for attraction 158,2026-03-10
159,159,159,4.9,Review text for attraction 159,2026-03-11
160,160,160,3.0,Review text for attraction 160,2026-03-12
161,161,161,3.1,Review text for attraction 161,2026-03-13
162,162,162,3.2,Review text for attraction 162,2026-03-14
163,163,163,3.3,Review text for attraction 163,2026-03-15
164,164,164,3.4,Review text for attraction 164,2026-03-16
165,165,165,3.5,Review text for attraction 165,2026-03-17
166,166,166,3.6,Review text for attraction 166,2026-03-18
167,167,167,3.7,Review text for attraction 167,2026-03-19
168,168,168,3.8,Review text for attraction 168,2026-03-20
169,169,169,3.9,Review text for attraction 169,2026-03-21
170,170,170,4.0,Review text for attraction 170,2026-03-22
171,171,171,4.1,Review text for attraction 171,2026-03-23
172,172,172,4.2,Review text for attraction 172,2026-03-24
173,173,173,4.3,Review text for attraction 173,2026-03-25
174,174,174,4.4,Review text for attraction 174,2026-03-26
175,175,175,4.5,Review text for attraction 175,2026-03-27
176,176,176,4.6,Review text for attraction 176,2026-03-28
177,177,177,4.7,Review text for attraction 177,2026-03-29
178,178,178,4.8,Review text for attraction 178,2026-03-30
179,179,179,4.9,Review text for attraction 179,2026-03-31
180,180,180,3.0,Review text for attraction 180,2026-01-01
181,181,181,3.1,Review text for attraction 181,2026-01-02
182,182,182,3.2,Review text for attraction 182,2026-01-03
183,183,183,3.3,Review text for attraction 183,2026-01-04
184,184,184,3.4,Review text for attraction 184,2026-01-05
185,185,185,3.5,Review text for attraction 185,2026-01-06
186,186,186,3.6,Review text for attraction 186,2026-01-07
187,187,187,3.7,Review text for attraction 187,2026-01-08
188,188,188,3.8,Review text for attraction 188,2026-01-09
189,189,189,3.9,Review text for attraction 189,2026-01-10
190,190,190,4.0,Review text for attraction 190,2026-01-11
191,191,191,4.1,Review text for attraction 191,2026-01-12
192,192,192,4.2,Review text for attraction 192,2026-01-13
193,193,193,4.3,Review text for attraction 193,2026-01-14
194,194,194,4.4,Review text for attraction 194,2026-01-15
195,195,195,4.5,Review text for attraction 195,2026-01-16
196,196,196,4.6,Review text for attraction 196,2026-01-17
197,197,197,4.7,Review text for attraction 197,2026-01-18
198,198,198,4.8,Review text for attraction 198,2026-01-19
199,199,199,4.9,Review text for attraction 199,2026-01-20
200,200,200,3.0,Review text for attraction 200,2026-01-21
201,201,201,3.1,Review text for attraction 201,2026-01-22
202,202,202,3.2,Review text for attraction 202,2026-01-23
203,203,203,3.3,Review text for attraction 203,2026-01-24
204,204,204,3.4,Review text for attraction 204,2026-01-25
205,205,205,3.5,Review text for attraction 205,2026-01-26
206,206,206,3.6,Review text for attraction 206,2026-01-27
207,207,207,3.7,Review text for attraction 207,2026-01-28
208,208,208,3.8,Review text for attraction 208,2026-01-29
209,209,209,3.9,Review text for attraction 209,2026-01-30
210,210,210,4.0,Review text for attraction 210,2026-01-31
211,211,211,4.1,Review text for attraction 211,2026-02-01
212,212,212,4.2,Review text for attraction 212,2026-02-02
213,213,213,4.3,Review text for attraction 213,2026-02-03
214,214,214,4.4,Review text for attraction 214,2026-02-04
215,215,215,4.5,Review text for attraction 215,2026-02-05
216,216,216,4.6,Review text for attraction 216,2026-02-06
217,217,217,4.7,Review text for attraction 217,2026-02-07
218,218,218,4.8,Review text for attraction 218,2026-02-08
219,219,219,4.9,Review text for attraction 219,2026-02-09
220,220,220,3.0,Review text for attraction 220,2026-02-10
221,221,221,3.1,Review text for attraction 221,2026-02-11
222,222,222,3.2,Review text for attraction 222,2026-02-12
223,223,223,3.3,Review text for attraction 223,2026-02-13
224,224,224,3.4,Review text for attraction 224,2026-02-14
225,225,225,3.5,Review text for attraction 225,2026-02-15
226,226,226,3.6,Review text for attraction 226,2026-02-16
227,227,227,3.7,Review text for attraction 227,2026-02-17
228,228,228,3.8,Review text for attraction 228,2026-02-18
229,229,229,3.9,Review text for attraction 229,2026-02-19
230,230,230,4.0,Review text for attraction 230,2026-02-20
231,231,231,4.1,Review text for attraction 231,2026-02-21
232,232,232,4.2,Review text for attraction 232,2026-02-22
233,233,233,4.3,Review text for attraction 233,2026-02-23
234,234,234,4.4,Review text for attraction 234,2026-02-24
235,235,235,4.5,Review text for attraction 235,2026-02-25
236,236,236,4.6,Review text for attraction 236,2026-02-26
237,237,237,4.7,Review text for attraction 237,2026-02-27
238,238,238,4.8,Review text for attraction 238,2026-02-28
239,239,239,4.9,Review text for attraction 239,2026-03-01
240,240,240,3.0,Review text for attraction 240,2026-03-02
241,241,241,3.1,Review text for attraction 241,2026-03-03
242,242,242,3.2,Review text for attraction 242,2026-03-04
243,243,243,3.3,Review text for attraction 243,2026-03-05
244,244,244,3.4,Review text for attraction 244,2026-03-06
245,245,245,3.5,Review text for attraction 245,2026-03-07
246,246,246,3.6,Review text for attraction 246,2026-03-08
247,247,247,3.7,Review text for attraction 247,2026-03-09
248,248,248,3.8,Review text for attraction 248,2026-03-10
249,249,249,3.9,Review text for attraction 249,2026-03-11
250,250,250,4.0,Review text for attraction 250,2026-03-12
251,251,251,4.1,Review text for attraction 251,2026-03-13
252,252,252,4.2,Review text for attraction 252,2026-03-14
253,253,253,4.3,Review text for attraction 253,2026-03-15
254,254,254,4.4,Review text for attraction 254,2026-03-16
255,255,255,4.5,Review text for attraction 255,2026-03-17
256,256,256,4.6,Review text for attraction 256,2026-03-18
257,257,257,4.7,Review text for attraction 257,2026-03-19
258,258,258,4.8,Review text for attraction 258,2026-03-20
259,259,259,4.9,Review text for attraction 259,2026-03-21
260,260,260,3.0,Review text for attraction 260,2026-03-22
261,261,261,3.1,Review text for attraction 261,2026-03-23
262,262,262,3.2,Review text for attraction 262,2026-03-24
263,263,263,3.3,Review text for attraction 263,2026-03-25
264,264,264,3.4,Review text for attraction 264,2026-03-26
265,265,265,3.5,Review text for attraction 265,2026-03-27
266,266,266,3.6,Review text for attraction 266,2026-03-28
267,267,267,3.7,Review text for attraction 267,2026-03-29
268,268,268,3.8,Review text for attraction 268,2026-03-30
269,269,269,3.9,Review text for attraction 269,2026-03-31
270,270,270,4.0,Review text for attraction 270,2026-01-01
271,271,271,4.1,Review text for attraction 271,2026-01-02
272,272,272,4.2,Review text for attraction 272,2026-01-03
273,273,273,4.3,Review text for attraction 273,2026-01-04
274,274,274,4.4,Review text for attraction 274,2026-01-05
275,275,275,4.5,Review text for attraction 275,2026-01-06
276,276,276,4.6,Review text for attraction 276,2026-01-07
277,277,277,4.7,Review text for attraction 277,2026-01-08
278,278,278,4.8,Review text for attraction 278,2026-01-09
279,279,279,4.9,Review text for attraction 279,2026-01-10
280,280,280,3.0,Review text for attraction 280,2026-01-11
281,281,281,3.1,Review text for attraction 281,2026-01-12
282,282,282,3.2,Review text for attraction 282,2026-01-13
283,283,283,3.3,Review text for attraction 283,2026-01-14
284,284,284,3.4,Review text for attraction 284,2026-01-15
285,285,285,3.5,Review text for attraction 285,2026-01-16
286,286,286,3.6,Review text for attraction 286,2026-01-17
287,287,287,3.7,Review text for attraction 287,2026-01-18
288,288,288,3.8,Review text for attraction 288,2026-01-19
289,289,289,3.9,Review text for attraction 289,2026-01-20
290,290,290,4.0,Review text for attraction 290,2026-01-21
291,291,291,4.1,Review text for attraction 291,2026-01-22
292,292,292,4.2,Review text for attraction 292,2026-01-23
293,293,293,4.3,Review text for attraction 293,2026-01-24
294,294,294,4.4,Review text for attraction 294,2026-01-25
295,295,295,4.5,Review text for attraction 295,2026-01-26
296,296,296,4.6,Review text for attraction 296,2026-01-27
297,297,297,4.7,Review text for attraction 297,2026-01-28
298,298,298,4.8,Review text for attraction 298,2026-01-29
299,299,299,4.9,Review text for attraction 299,2026-01-30
300,300,300,3.0,Review text for attraction 300,2026-01-31
301,301,301,3.1,Review text for attraction 301,2026-02-01
302,302,302,3.2,Review text for attraction 302,2026-02-02
303,303,303,3.3,Review text for attraction 303,2026-02-03
304,304,304,3.4,Review text for attraction 304,2026-02-04
305,305,305,3.5,Review text for attraction 305,2026-02-05
306,306,306,3.6,Review text for attraction 306,2026-02-06
307,307,307,3.7,Review text for attraction 307,2026-02-07
308,308,308,3.8,Review text for attraction 308,2026-02-08
309,309,309,3.9,Review text for attraction 309,2026-02-09
310,310,310,4.0,Review text for attraction 310,2026-02-10
311,311,311,4.1,Review text for attraction 311,2026-02-11
312,312,312,4.2,Review text for attraction 312,2026-02-12
313,313,313,4.3,Review text for attraction 313,2026-02-13
314,314,314,4.4,Review text for attraction 314,2026-02-14
315,315,315,4.5,Review text for attraction 315,2026-02-15
316,316,316,4.6,Review text for attraction 316,2026-02-16
317,317,317,4.7,Review text for attraction 317,2026-02-17
318,318,318,4.8,Review text for attraction 318,2026-02-18
319,319,319,4.9,Review text for attraction 319,2026-02-19
320,320,320,3.0,Review text for attraction 320,2026-02-20
321,321,321,3.1,Review text for attraction 321,2026-02-21
322,322,322,3.2,Review text for attraction 322,2026-02-22
323,323,323,3.3,Review text for attraction 323,2026-02-23
324,324,324,3.4,Review text for attraction 324,2026-02-24
325,325,325,3.5,Review text for attraction 325,2026-02-25
326,326,326,3.6,Review text for attraction 326,2026-02-26
327,327,327,3.7,Review text for attraction 327,2026-02-27
328,328,328,3.8,Review text for attraction 328,2026-02-28
329,329,329,3.9,Review text for attraction 329,2026-03-01
330,330,330,4.0,Review text for attraction 330,2026-03-02
331,331,331,4.1,Review text for attraction 331,2026-03-03
332,332,332,4.2,Review text for attraction 332,2026-03-04
333,333,333,4.3,Review text for attraction 333,2026-03-05
334,334,334,4.4,Review text for attraction 334,2026-03-06
335,335,335,4.5,Review text for attraction 335,2026-03-07
336,336,336,4.6,Review text for attraction 336,2026-03-08
337,337,337,4.7,Review text for attraction 337,2026-03-09
338,338,338,4.8,Review text for attraction 338,2026-03-10
339,339,339,4.9,Review text for attraction 339,2026-03-11
340,340,340,3.0,Review text for attraction 340,2026-03-12
341,341,341,3.1,Review text for attraction 341,2026-03-13
342,342,342,3.2,Review text for attraction 342,2026-03-14
343,343,343,3.3,Review text for attraction 343,2026-03-15
344,344,344,3.4,Review text for attraction 344,2026-03-16
345,345,345,3.5,Review text for attraction 345,2026-03-17
346,346,346,3.6,Review text for attraction 346,2026-03-18
347,347,347,3.7,Review text for attraction 347,2026-03-19
348,348,348,3.8,Review text for attraction 348,2026-03-20
349,349,349,3.9,Review text for attraction 349,2026-03-21
350,350,350,4.0,Review text for attraction 350,2026-03-22
351,351,351,4.1,Review text for attraction 351,2026-03-23
352,352,352,4.2,Review text for attraction 352,2026-03-24
353,353,353,4.3,Review text for attraction 353,2026-03-25
354,354,354,4.4,Review text for attraction 354,2026-03-26
355,355,355,4.5,Review text for attraction 355,2026-03-27
356,356,356,4.6,Review text for attraction 356,2026-03-28
357,357,357,4.7,Review text for attraction 357,2026-03-29
358,358,358,4.8,Review text for attraction 358,2026-03-30
359,359,359,4.9,Review text for attraction 359,2026-03-31
360,360,360,3.0,Review text for attraction 360,2026-01-01
361,361,361,3.1,Review text for attraction 361,2026-01-02
362,362,362,3.2,Review text for attraction 362,2026-01-03
363,363,363,3.3,Review text for attraction 363,2026-01-04
364,364,364,3.4,Review text for attraction 364,2026-01-05
365,365,365,3.5,Review text for attraction 365,2026-01-06
366,366,366,3.6,Review text for attraction 366,2026-01-07
367,367,367,3.7,Review text for attraction 367,2026-01-08
368,368,368,3.8,Review text for attraction 368,2026-01-09
369,369,369,3.9,Review text for attraction 369,2026-01-10
370,370,370,4.0,Review text for attraction 370,2026-01-11
371,371,371,4.1,Review text for attraction 371,2026-01-12
372,372,372,4.2,Review text for attraction 372,2026-01-13
373,373,373,4.3,Review text for attraction 373,2026-01-14
374,374,374,4.4,Review text for attraction 374,2026-01-15
375,375,375,4.5,Review text for attraction 375,2026-01-16
376,376,376,4.6,Review text for attraction 376,2026-01-17
377,377,377,4.7,Review text for attraction 377,2026-01-18
378,378,378,4.8,Review text for attraction 378,2026-01-19
379,379,379,4.9,Review text for attraction 379,2026-01-20
380,380,380,3.0,Review text for attraction 380,2026-01-21
381,381,381,3.1,Review text for attraction 381,2026-01-22
382,382,382,3.2,Review text for attraction 382,2026-01-23
383,383,383,3.3,Review text for attraction 383,2026-01-24
384,384,384,3.4,Review text for attraction 384,2026-01-25
385,385,385,3.5,Review text for attraction 385,2026-01-26
386,386,386,3.6,Review text for attraction 386,2026-01-27
387,387,387,3.7,Review text for attraction 387,2026-01-28
388,388,388,3.8,Review text for attraction 388,2026-01-29
389,389,389,3.9,Review text for attraction 389,2026-01-30
390,390,390,4.0,Review text for attraction 390,2026-01-31
391,391,391,4.1,Review text for attraction 391,2026-02-01
392,392,392,4.2,Review text for attraction 392,2026-02-02
393,393,393,4.3,Review text for attraction 393,2026-02-03
394,394,394,4.4,Review text for attraction 394,2026-02-04
395,395,395,4.5,Review text for attraction 395,2026-02-05
396,396,396,4.6,Review text for attraction 396,2026-02-06
397,397,397,4.7,Review text for attraction 397,2026-02-07
398,398,398,4.8,Review text for attraction 398,2026-02-08
399,399,399,4.9,Review text for attraction 399,2026-02-09
400,400,400,3.0,Review text for attraction 400,2026-02-10
401,401,401,3.1,Review text for attraction 401,2026-02-11
402,402,402,3.2,Review text for attraction 402,2026-02-12
403,403,403,3.3,Review text for attraction 403,2026-02-13
404,404,404,3.4,Review text for attraction 404,2026-02-14
405,405,405,3.5,Review text for attraction 405,2026-02-15
406,406,406,3.6,Review text for attraction 406,2026-02-16
407,407,407,3.7,Review text for attraction 407,2026-02-17
408,408,408,3.8,Review text for attraction 408,2026-02-18
409,409,409,3.9,Review text for attraction 409,2026-02-19
410,410,410,4.0,Review text for attraction 410,2026-02-20
411,411,411,4.1,Review text for attraction 411,2026-02-21
412,412,412,4.2,Review text for attraction 412,2026-02-22
413,413,413,4.3,Review text for attraction 413,2026-02-23
414,414,414,4.4,Review text for attraction 414,2026-02-24
415,415,415,4.5,Review text for attraction 415,2026-02-25
416,416,416,4.6,Review text for attraction 416,2026-02-26
417,417,417,4.7,Review text for attraction 417,2026-02-27
418,418,418,4.8,Review text for attraction 418,2026-02-28
419,419,419,4.9,Review text for attraction 419,2026-03-01
420,420,420,3.0,Review text for attraction 420,2026-03-02
421,421,421,3.1,Review text for attraction 421,2026-03-03
422,422,422,3.2,Review text for attraction 422,2026-03-04
423,423,423,3.3,Review text for attraction 423,2026-03-05
424,424,424,3.4,Review text for attraction 424,2026-03-06
425,425,425,3.5,Review text for attraction 425,2026-03-07
426,426,426,3.6,Review text for attraction 426,2026-03-08
427,427,427,3.7,Review text for attraction 427,2026-03-09
428,428,428,3.8,Review text for attraction 428,2026-03-10
429,429,429,3.9,Review text for attraction 429,2026-03-11
430,430,430,4.0,Review text for attraction 430,2026-03-12
431,431,431,4.1,Review text for attraction 431,2026-03-13
432,432,432,4.2,Review text for attraction 432,2026-03-14
433,433,433,4.3,Review text for attraction 433,2026-03-15
434,434,434,4.4,Review text for attraction 434,2026-03-16
435,435,435,4.5,Review text for attraction 435,2026-03-17
436,436,436,4.6,Review text for attraction 436,2026-03-18
437,437,437,4.7,Review text for attraction 437,2026-03-19
438,438,438,4.8,Review text for attraction 438,2026-03-20
439,439,439,4.9,Review text for attraction 439,2026-03-21
440,440,440,3.0,Review text for attraction 440,2026-03-22
441,441,441,3.1,Review text for attraction 441,2026-03-23
442,442,442,3.2,Review text for attraction 442,2026-03-24
443,443,443,3.3,Review text for attraction 443,2026-03-25
444,444,444,3.4,Review text for attraction 444,2026-03-26
445,445,445,3.5,Review text for attraction 445,2026-03-27
446,446,446,3.6,Review text for attraction 446,2026-03-28
447,447,447,3.7,Review text for attraction 447,2026-03-29
448,448,448,3.8,Review text for attraction 448,2026-03-30
449,449,449,3.9,Review text for attraction 449,2026-03-31
450,450,450,4.0,Review text for attraction 450,2026-01-01
451,451,451,4.1,Review text for attraction 451,2026-01-02
452,452,452,4.2,Review text for attraction 452,2026-01-03
453,453,453,4.3,Review text for attraction 453,2026-01-04
454,454,454,4.4,Review text for attraction 454,2026-01-05
455,455,455,4.5,Review text for attraction 455,2026-01-06
456,456,456,4.6,Review text for attraction 456,2026-01-07
457,457,457,4.7,Review text for attraction 457,2026-01-08
458,458,458,4.8,Review text for attraction 458,2026-01-09
459,459,459,4.9,Review text for attraction 459,2026-01-10
460,460,460,3.0,Review text for attraction 460,2026-01-11
461,461,461,3.1,Review text for attraction 461,2026-01-12
462,462,462,3.2,Review text for attraction 462,2026-01-13
463,463,463,3.3,Review text for attraction 463,2026-01-14
464,464,464,3.4,Review text for attraction 464,2026-01-15
465,465,465,3.5,Review text for attraction 465,2026-01-16
466,466,466,3.6,Review text for attraction 466,2026-01-17
467,467,467,3.7,Review text for attraction 467,2026-01-18
468,468,468,3.8,Review text for attraction 468,2026-01-19
469,469,469,3.9,Review text for attraction 469,2026-01-20
470,470,470,4.0,Review text for attraction 470,2026-01-21
471,471,471,4.1,Review text for attraction 471,2026-01-22
472,472,472,4.2,Review text for attraction 472,2026-01-23
473,473,473,4.3,Review text for attraction 473,2026-01-24
474,474,474,4.4,Review text for attraction 474,2026-01-25
475,475,475,4.5,Review text for attraction 475,2026-01-26
476,476,476,4.6,Review text for attraction 476,2026-01-27
477,477,477,4.7,Review text for attraction 477,2026-01-28
478,478,478,4.8,Review text for attraction 478,2026-01-29
479,479,479,4.9,Review text for attraction 479,2026-01-30
480,480,480,3.0,Review text for attraction 480,2026-01-31
481,481,481,3.1,Review text for attraction 481,2026-02-01
482,482,482,3.2,Review text for attraction 482,2026-02-02
483,483,483,3.3,Review text for attraction 483,2026-02-03
484,484,484,3.4,Review text for attraction 484,2026-02-04
485,485,485,3.5,Review text for attraction 485,2026-02-05
486,486,486,3.6,Review text for attraction 486,2026-02-06
487,487,487,3.7,Review text for attraction 487,2026-02-07
488,488,488,3.8,Review text for attraction 488,2026-02-08
489,489,489,3.9,Review text for attraction 489,2026-02-09
490,490,490,4.0,Review text for attraction 490,2026-02-10
491,491,491,4.1,Review text for attraction 491,2026-02-11
492,492,492,4.2,Review text for attraction 492,2026-02-12
493,493,493,4.3,Review text for attraction 493,2026-02-13
494,494,494,4.4,Review text for attraction 494,2026-02-14
495,495,495,4.5,Review text for attraction 495,2026-02-15
496,496,496,4.6,Review text for attraction 496,2026-02-16
497,497,497,4.7,Review text for attraction 497,2026-02-17
498,498,498,4.8,Review text for attraction 498,2026-02-18
499,499,499,4.9,Review text for attraction 499,2026-02-19
500,500,500,3.0,Review text for attraction 500,2026-02-20
